OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,610102,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,612446,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,613789,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,613790,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,613825,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169150,Immunodeficiency due to a late component of complement deficiency,OMIM,609536,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Immunodeficiency due to C5 to C9 component complement deficiency|Terminal complement pathway deficiency
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,OMIM,608971,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,T-B+ SCID due to CD3delta/CD3epsilon/CD3zeta
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,OMIM,610163,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,T-B+ SCID due to CD3delta/CD3epsilon/CD3zeta
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,OMIM,615615,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,T-B+ SCID due to CD3delta/CD3epsilon/CD3zeta
169160,T-B+ severe combined immunodeficiency due to CD3delta/CD3epsilon/CD3zeta,OMIM,615617,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,T-B+ SCID due to CD3delta/CD3epsilon/CD3zeta
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,OMIM,608971,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,T-B+ SCID due to CD45 deficiency
1947,"Progressive epilepsy-intellectual disability syndrome, Finnish type",OMIM,610003,E (Exact mapping: the two concepts are equivalent),Validated,"CLN8 disease, Northern epilepsy variant|NCL, Northern epilepsy variant|Neuronal ceroid lipofuscinosis, Northern epilepsy variant|Northern epilepsy"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,216950,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,217000,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,613652,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,613783,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,614379,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169147,Immunodeficiency due to a classical component pathway complement deficiency,OMIM,614380,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"Immunodeficiency due to C1, C4, or C2 component complement deficiency|Immunodeficiency due to an early component of complement deficiency"
169142,Recurrent infection due to specific granule deficiency,OMIM,617475,E (Exact mapping: the two concepts are equivalent),Validated,Neutrophil-specific granule deficiency
169142,Recurrent infection due to specific granule deficiency,OMIM,245480,E (Exact mapping: the two concepts are equivalent),Validated,Neutrophil-specific granule deficiency
352,Galactosemia,OMIM,230200,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
352,Galactosemia,OMIM,230350,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
352,Galactosemia,OMIM,230400,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
596,X-linked centronuclear myopathy,OMIM,310400,E (Exact mapping: the two concepts are equivalent),Validated,X-linked myotubular myopathy|XLCNM|XLMTM
610,Bethlem myopathy,OMIM,158810,E (Exact mapping: the two concepts are equivalent),Validated,Benign autosomal dominant myopathy
610,Bethlem myopathy,OMIM,616471,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Benign autosomal dominant myopathy
169186,Autosomal recessive centronuclear myopathy,OMIM,255200,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AR-CNM
169186,Autosomal recessive centronuclear myopathy,OMIM,615959,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AR-CNM
464,Incontinentia pigmenti,OMIM,308300,E (Exact mapping: the two concepts are equivalent),Validated,Bloch-Siemens syndrome|Bloch-Sulzberger syndrome
3307,Tetrasomy 18p,OMIM,614290,E (Exact mapping: the two concepts are equivalent),Validated,Isochromosome 18p
169189,Autosomal dominant centronuclear myopathy,OMIM,160150,E (Exact mapping: the two concepts are equivalent),Validated,AD-CNM
169189,Autosomal dominant centronuclear myopathy,OMIM,614408,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AD-CNM
3084,Mirhosseini-Holmes-Walton syndrome,OMIM,268050,E (Exact mapping: the two concepts are equivalent),Validated,Pigmentary retinopathy-intellectual disability syndrome
44,Neonatal adrenoleukodystrophy,OMIM,202370,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,266510,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,601539,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614863,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614867,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614871,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614873,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614877,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614885,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,614920,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
44,Neonatal adrenoleukodystrophy,OMIM,617370,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Intermediate PBD-ZSD|Intermediate peroxisome biogenesis disorder-Zellweger spectrum disorder|NALD
56,Alkaptonuria,OMIM,203500,E (Exact mapping: the two concepts are equivalent),Validated,Hereditary ochronosis|Homogentisic acid oxidase deficiency
963,Acromegaly,OMIM,102200,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
963,Acromegaly,OMIM,300943,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
1059,Blue rubber bleb nevus,OMIM,112200,E (Exact mapping: the two concepts are equivalent),Validated,BRBN|Bean syndrome
1046,Lethal hemolytic anemia-genital anomalies syndrome,OMIM,600461,E (Exact mapping: the two concepts are equivalent),Validated,Water-West syndrome
22,Succinic semialdehyde dehydrogenase deficiency,OMIM,271980,E (Exact mapping: the two concepts are equivalent),Validated,4-hydroxybutyric aciduria|Gamma-hydroxybutyric aciduria|SSADH deficiency
29,Mevalonic aciduria,OMIM,610377,E (Exact mapping: the two concepts are equivalent),Validated,Complete mevalonate kinase deficiency|MVA
245,Nager syndrome,OMIM,154400,E (Exact mapping: the two concepts are equivalent),Validated,Mandibulofacial dysostosis with preaxial limb anomalies|NAFD|Nager acrofacial dysostosis|Preaxial acrodysostosis
30,Hereditary orotic aciduria,OMIM,258900,E (Exact mapping: the two concepts are equivalent),Validated,Orotidylic decarboxylase deficiency|Uridine monophosphate synthetase deficiency
36,Acrocallosal syndrome,OMIM,200990,E (Exact mapping: the two concepts are equivalent),Validated,ACS
915,Aarskog-Scott syndrome,OMIM,100050,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Aarskog syndrome|Faciodigitogenital syndrome|Faciogenital dysplasia
915,Aarskog-Scott syndrome,OMIM,305400,E (Exact mapping: the two concepts are equivalent),Validated,Aarskog syndrome|Faciodigitogenital syndrome|Faciogenital dysplasia
2614,Nail-patella syndrome,OMIM,161200,E (Exact mapping: the two concepts are equivalent),Validated,Onychoosteodysplasia|Turner-Kieser syndrome
33,Isovaleric acidemia,OMIM,243500,E (Exact mapping: the two concepts are equivalent),Validated,Isovaleric acid CoA dehydrogenase deficiency
819,Smith-Magenis syndrome,OMIM,182290,E (Exact mapping: the two concepts are equivalent),Validated,17p11.2 microdeletion syndrome
3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,OMIM,268020,E (Exact mapping: the two concepts are equivalent),Validated,Retinitis pigmentosa-intellectual disability- labyrinthine deafness-hypogenitalism syndrome|Retinitis pigmentosa-intellectual disability-sensorineural hearing loss-hypogenitalism syndrome
168615,Hereditary persistence of alpha-fetoprotein,OMIM,615970,E (Exact mapping: the two concepts are equivalent),Validated,
168612,Congenital deficiency in alpha-fetoprotein,OMIM,615969,E (Exact mapping: the two concepts are equivalent),Validated,
1452,Cleidocranial dysplasia,OMIM,119600,E (Exact mapping: the two concepts are equivalent),Validated,Cleidocranial dysostosis
1452,Cleidocranial dysplasia,OMIM,216330,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Cleidocranial dysostosis
168629,Autosomal thrombocytopenia with normal platelets,OMIM,188000,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
168629,Autosomal thrombocytopenia with normal platelets,OMIM,273900,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
168629,Autosomal thrombocytopenia with normal platelets,OMIM,612004,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
168624,"Familial scaphocephaly syndrome, McGillivray type",OMIM,609579,E (Exact mapping: the two concepts are equivalent),Validated,Scaphocephaly-macrocephaly-maxillary retrusion-intellectual disability syndrome
193,Cohen syndrome,OMIM,216550,E (Exact mapping: the two concepts are equivalent),Validated,
1488,Cooper-Jabs syndrome,OMIM,209770,E (Exact mapping: the two concepts are equivalent),Validated,Aural atresia-multiple congenital anomalies-intellectual disability syndrome
168632,Generalized basaloid follicular hamartoma syndrome,OMIM,605827,E (Exact mapping: the two concepts are equivalent),Validated,
1334,Chronic mucocutaneous candidiasis,OMIM,114580,E (Exact mapping: the two concepts are equivalent),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,247650,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,252250,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,607644,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,613108,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,613953,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,613956,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,615527,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
1334,Chronic mucocutaneous candidiasis,OMIM,616445,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,CMC
168583,Hereditary North American Indian childhood cirrhosis,OMIM,604901,E (Exact mapping: the two concepts are equivalent),Validated,
1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,OMIM,212350,E (Exact mapping: the two concepts are equivalent),Validated,Sengers syndrome
1369,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,OMIM,615418,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Sengers syndrome
168577,Hereditary cryohydrocytosis with reduced stomatin,OMIM,608885,E (Exact mapping: the two concepts are equivalent),Validated,CHC type 2|Hereditary cryohydrocytosis type 2|Stomatin-deficient cryohydrocytosis|sdCHC
168593,Sudden infant death-dysgenesis of the testes syndrome,OMIM,608800,E (Exact mapping: the two concepts are equivalent),Validated,SIDDT
168588,Hyperandrogenism due to cortisone reductase deficiency,OMIM,604931,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,11-beta-hydroxysteroid dehydrogenase deficiency type 1
168588,Hyperandrogenism due to cortisone reductase deficiency,OMIM,614662,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,11-beta-hydroxysteroid dehydrogenase deficiency type 1
168601,Congenital enteropathy due to enteropeptidase deficiency,OMIM,226200,E (Exact mapping: the two concepts are equivalent),Validated,Congenital enterokinase deficiency
1414,Cholestasis-lymphedema syndrome,OMIM,214900,E (Exact mapping: the two concepts are equivalent),Validated,Aagenaes syndrome
168598,Brain demyelination due to methionine adenosyltransferase deficiency,OMIM,250850,E (Exact mapping: the two concepts are equivalent),Validated,MAT I/III deficiency|MAT deficiency|Methionine adenosyltransferase deficiency
168606,Seborrhea-like dermatitis with psoriasiform elements,OMIM,610227,E (Exact mapping: the two concepts are equivalent),Validated,
168549,Axial spondylometaphyseal dysplasia,OMIM,602271,E (Exact mapping: the two concepts are equivalent),Validated,
168552,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,OMIM,607543,E (Exact mapping: the two concepts are equivalent),Validated,
